street,city,country,longitude,latitude
47-49 Queensway,London,GB,-0.19,51.51
"Kinmel Park, A55 Westbound, Bodelwyddon",Rhyl,GB,-3.52,53.27
Rio Lerma 232 esquina Rio Mississippi,Estado de Mexico,MX,-99.17,19.43
191 Tlacoquermecatl Col. Del Valle,Mexico City,MX,-99.17,19.38
丛台区,邯郸,CN,114.52,36.63
工业园区,苏州市,CN,120.74,31.31
2-7 Yuraku-cho,Chiyoda-ku,JP,139.76,35.67
220 Petchaburi Road,Bangkok,TH,100.54,13.75
General Blanche 11860 Las Condes,Santiago,CL,-70.52,-33.4
大东区,沈阳市,CN,123.46,41.8
1-3-7 Shiromi Chuo-ku,Osaka,JP,135.53,34.69
"No. 122, Sec.3, Zhongshan Rd, Zhonghe",New Taipei City,TW,121.48,25.01
300 Front Street West,Toronto,CA,-79.39,43.64
"1+2 F,No.140, Zhengyi N. Rd.",New Taipei City,TW,121.5,25.07
"Shop L05, LG/F, Leighton Centre",Causeway Bay,CN,114.18,22.28
4588 Fraser Street,Vancouver,CA,-123.09,49.24
"601, 111 Ave. & Groat Rd",Edmonton,CA,-113.55,53.56
"No. 42-1, Sec. 2, Ho-Ping E. Road",Taipei City,TW,121.55,25.03
"C/ Princesa, 40",Madrid,ES,-3.72,40.43
"680 Sampyeong-Dong, Bundang-Gu",Seongnam,KR,127.11,37.4
"La Dehesa 1445, Local 1110, Mall Portal",Santiago,CL,-70.52,-33.36
高新区,成都市,CN,104.07,30.57
朝阳区,北京市,CN,116.46,39.95
968,Bangrak,TH,100.54,13.73
1-38-1 Kojimacho,Chofu,JP,139.54,35.65
Lufthavnsboulevarden 6,Kastrup,DK,12.65,55.63
7-12 Konyacho,Takatsuki,JP,135.62,34.85
1-8-1 Yamatominami,Yamato,JP,139.46,35.47
498 Robson Street,Vancouver,CA,-123.12,49.28
2945 Jacklin Road,Victoria,CA,-123.51,48.44
Ledbury Road,Ross on Wye,GB,-2.57,51.93
52/347 Muang-Ek Village Paholyothin Road,Prathumthani,TH,100.59,13.96
Badenerstrasse 21,Zurich,CH,8.53,47.37
675 Windmill Road,Dartmouth,CA,-63.61,44.7
Pokryshkina street 4,Moscow,RU,37.48,55.66
C. Miguel Aleman Km 24,Monterrey,MX,-100.28,25.68
Blvd. Aeropuerto #843 local 77-B,Leon,MX,-101.61,21.09
"Durango # 205, Local 01 Col. Roma C.P",Mexico City,MX,-99.16,19.42
Tunali Hilmi Cad. No:119/A,Ankara,TR,32.86,39.9
西城区,北京市,CN,116.36,39.92
Ataturk Havalimani D: DAD/136,Istanbul,TR,28.82,40.98
荔城区,莆田市,CN,119.02,25.43
2880 Major Mackenzie,Markham,CA,-79.37,43.89
浙江省杭州市,杭州市,CN,120.18,30.25
Princes Mall/Waverley Steps,Edinburgh,GB,-3.19,55.95
"415-1, Sang-dong, Suseong-gu, Daegu",Daegu,KR,128.61,35.83
浦东新区,上海市,CN,121.52,31.23
433 Seymour St,Vancouver,CA,-123.11,49.28
"Basement, No.14 - 16 Hankow Road,",Hong Kong,CN,114.17,22.3
구갈동 581-1 1층,경기,KR,127.13,37.27
Jl. Lodan Timur No 7,Jakarta Utara,ID,106.83,-6.13
"No. 9, Yanshin 1st Rd.",Hsinchu City,TW,120.34,22.61
澳门路117号,青岛市,CN,120.4,36.06
1 Yorkdale Road,Toronto,CA,-79.45,43.73
50 Jalan Sultan Ismail,Kuala Lumpur,MY,101.71,3.15
1620 Scott Street,Ottawa,CA,-75.73,45.4
上海市虹口区,上海市,CN,121.49,31.29
Stationsplein 3,Groningen,NL,6.56,53.21
"Tầng 1, TTTM The Garden, khu đô thị The Manor, Mễ Trì, Mỹ Đình",Hà Nội,VN,105.78,21.01
150 Fleet Street,London,GB,-0.11,51.51
朝阳区,北京市,CN,116.46,39.91
Korenmarkt 4,Gent,BE,3.72,51.05
Sahara Kuwait Golf Club,Mubarak Al-Kabeer,KW,48.09,29.19
Ave Pres Jorge Alesandri Rodriguez,Santiago,CL,-70.71,-33.63
195-8,경기도,KR,127.05,37.74
شارع الامير محمد بن فهد,الدمام,SA,50.12,26.43
Pasong Tamo Extension,Makati City,PH,121.02,14.54
1-2-10 Okurayama Kohoku-ku,Yokohama,JP,139.63,35.52
King Abdu alaziz Rd intersection Hisham,AL KHARJ,SA,46.68,24.74
"92, Anamdong 5ga",Seoul,KR,127.03,37.59
"No. 395, Sec. 4, Hankou Rd.",Taichung City,TW,121.13,22.79
"No.1, Ln.220, Wuxing St.",Taipei City,TW,121.56,25.03
TOBB Ekonomi ve Teknoloji Üniversitesi,Ankara,TR,32.8,39.92
普陀区,上海市,CN,121.42,31.24
"1502-6, Gwanyang 2-dong, Dongan-gu",Anyang,KR,126.98,37.4
"No. 305, Sec 1, Beishin Rd, Xindian Dist",New Taipei City,TW,121.54,24.97
Oasis Centre East Riffa,Manama,BH,50.59,26.23
2-100-45 Shinyokohama Kohoku-ku,Yokohama,JP,139.62,35.51
"C.C. Mall Aventura Plaza, Av. America",Trujillo,PE,-79.05,-8.1
"563-3 Sinnae-dong, Jurang-gu",Seoul,KR,127.1,37.61
"115,Samgakdong, Junggu, Seoul",Seoul,KR,126.98,37.57
崇文区,北京市,CN,116.42,39.9
"Victoria Station, Platform 2 Unit 3B",London,GB,-2.87,55.74
"Av. Pres. Juscelino Kubitschek, 2041",Sao Paulo,BR,-46.69,-23.59
100 City Centre Dr.,Mississauga,CA,-79.64,43.59
4-7-1 Koyasumachi,Hachioji,JP,139.34,35.65
Calz. Vallejo esq. Pte 94B,Mexico,MX,-99.14,19.47
Jalan Ahmad Yani No.88,Surabaya,ID,112.73,-7.35
1-7-19 Uchihama Nishi-ku,Fukuoka,JP,130.32,33.58
FLUGHAFENSTRASSE 120,DUESSELDORF,DE,6.76,51.28
"8 Soi Laemket, Jermjompol Road, Sriracha",Chonburi,TH,100.93,13.18
Jalan Lapangan Terbang,Subang Jaya,MY,101.55,3.14
经济技术开发区,大连市,CN,121.78,39.05
3305 Fairview Street,Burlington,CA,-79.79,43.35
"Av. Paseo de la Reforma # 374, Local 2",Mexico City,MX,-99.17,19.43
941 College Street,Toronto,CA,-79.43,43.65
上海市静安区,上海市,CN,121.47,31.25
3-20-6 Gakuenminami,Tsukuba,JP,140.09,36.07
2 - 300 Borough Drive,Toronto,CA,-79.25,43.77
L.G.Smith Blvd. 9,Oranjestad,AW,-70.04,12.52
1301 Rue St. Catherine Est,Montreal,CA,-73.56,45.52
Blvd. El Greco #45 Col. El Greco,Nogales,MX,-110.94,31.29
白云区,广州市,CN,113.27,23.18
"Km. 39+300, Carretera Cancun-Chetumal",Quintana Roo,MX,-86.85,21.03
Rue des Usines,Fenouillet,FR,1.4,43.69
"Lot G08, Ground Floor, AEON Mall Taiping",Taiping,MY,100.73,4.87
Lynch Lane,Weymouth,GB,-2.49,50.6
浦东新区,上海市,CN,121.53,31.22
Icmeler Mahallesi 100.Yil Caddesi,Istanbul,TR,29.3,40.85
Julian Alvarez esq. Santa Fe,BUENOS AIRES,AR,-58.41,-34.59
Sen. Benigno Aquino Jr. Avenue,Iloilo City,PH,122.55,10.73
青山湖区,南昌市,CN,115.94,28.67
Mithat Pasa Cad. Kipa Alisveris Merkezi,Izmir,TR,27.04,38.39
281-22 Hiraizumi,Kamisu,JP,140.64,35.92
东湖新技术开发区,武汉市,CN,114.41,30.49
"Cineworld, Xscape",Milton Keynes,GB,-0.75,52.04
Airport Road,Abu Dhabi,AE,54.66,24.41
"268-3, Hapseong 2-dong, MasanHoewon-gu",Changwon-si,KR,128.58,35.24
Marktgasse 9,St. Gallen,CH,9.38,47.43
4655 Lakelse,Terrace,CA,-128.59,54.52
Av. Ejercito 1009,Arequipa,PE,-71.55,-16.39
Sayar Mah. Kucuksu Caddesi No:60-1A,Istanbul,TR,29.11,41.03
杭州下城区东新路655号1层1-13单元,杭州市,CN,120.17,30.32
江苏省苏州市,江苏省,CN,120.71,31.32
江北区,重庆市,CN,106.53,29.58
富阳市,杭州市,CN,119.94,30.06
西城区,北京市,CN,116.38,39.89
罗湖区,深圳市,CN,114.11,22.54
崇安区,无锡市,CN,120.31,31.59
1498 F.D. Roosevelt Avenue,Guaynabo,PR,-66.1,18.41
"Shop 131, Level 1, Pacific Place",Hong Kong,CN,114.16,22.28
Akatlar Mah. Cumhuriyet Cad. Akatlar,Istanbul,TR,29.02,41.09
"1699-3, Seocho-Dong, Seocho-Gu",Seoul,KR,127.01,37.5
3-555 Hotarugaikenishimachi,Toyonaka,JP,135.44,34.79
"Nevsky ave, 25",Saint-Petersburg,RU,30.32,59.94
7 Church St,London,GB,-0.08,51.65
"#14, St. 57 & 288, Sangkat Boeung Keng",Phnom Penh,KH,104.93,11.55
"163-3,Banwoldong",Hwasung-si,KR,127.06,37.23
Jl. KH M SyafiI Hadzami No. 1,Jakarta,ID,106.78,-6.25
1228 St. Clair Avenue West,Toronto,CA,-79.45,43.68
Osdorfer Landstrasse,Hamburg,DE,9.86,53.57
Avenue des Canadiens & Drummond,Montreal,CA,-73.57,45.5
60,Klongtoey,TH,100.56,13.72
"Paveletskata pl., 2/2",Moscow,RU,37.64,55.73
"Shop C-D, G/F, No.34",Macau,CN,113.54,22.2
211 Anderson Street,Nelson,CA,-117.28,49.5
Av. 32 n. 219 por calle 43,Merida,MX,-89.61,21.03
黄浦区,上海市,CN,121.47,31.23
Las Flores Esquina con Dos de Mayo,Lima,PE,-77.03,-12.06
5-1 Ichigayahonmuracho,Shinjuku,JP,129.86,32.76
Mermaid Quay,Cardiff,GB,-3.17,51.46
"Passenger Terminal Building,",Folkestone,GB,1.11,51.12
"1F, InnoCentre, 72 Tat",Hong Kong,CN,114.18,22.34
The Place Retail Park,Milton Keynes,GB,-0.78,52.04
"Av. das Americas, 500",Rio de Janeiro,BR,-43.32,-23
"338 Dundas St Oakville, ON, L6H 6Z9",Oakville,CA,-79.72,43.49
"Unit # 130, OP111/1, No. 55/88-89, 1 fl",Muang,TH,100.97,13.34
"Ilac Shopping Centre, Parnell Street",Dublin,IE,-6.26,53.35
3-12-4 Minamishimoharacho,Kasugai,JP,136.97,35.27
136/1,Kathu,TH,98.3,7.89
"403, Ground Floor",Bangalore,IN,77.58,13.01
1-7-1 Kamiogi,Suginami-ku,JP,139.62,35.7
7080 Warden Avenue,Markham,CA,-79.33,43.82
余姚市,宁波市,CN,121.16,30.05
Alex Dandy Mega Mall,Cairo,EG,29.75,31.08
900 Granville Street,Vancouver,CA,-123.12,49.28
1385 Woodroffe Ave,Nepean,CA,-75.76,45.35
2-1-1 Jonanccho,Hitachi,JP,140.64,36.59
745 Corydon Avenue,Winnipeg,CA,-97.15,49.87
"Ground Floor, Hotel Bawa Continental",Mumbai,IN,72.83,19.1
"1426 Suwan-Dong, Gwangsan-Gu",Gwangju,KR,126.82,35.19
2111 Main Street,Penticton,CA,-119.58,49.47
"500 Dover Road, FC5",Singapore,SG,103.78,1.31
Jalan Sriwijaya No. 333,Mataram,ID,116.11,-8.59
Sarnic Mevki Adnan Menderes Havalimani,Izmir,TR,27.15,38.29
627-1 하버타운,부산,KR,129.16,35.16
Carrera 6A No. 118 - 35,Bogota D.C.,CO,-74.03,4.7
41 Milner Avenue,Scarborough,CA,-79.25,43.78
Avenida Independencia,Santa Ana,SV,-89.56,13.98
Gyle Avenue,Edinburgh,GB,-3.31,55.94
Kingsmead Road,Canterbury,GB,01.08,51.28
Giessener Strasse 30,Frankfurt,DE,8.69,50.14
2-3-1 Suminodo,Daito,JP,135.62,34.71
"Gare Casa port, Bvd Moulay Abderrahmane",Casablanca,MA,-7.59,33.57
"7 Jeongja-Dong, Bundang-Gu",Seongnam,KR,127.11,37.37
"Boulevard Plaza, Dubai, UAE",Dubai,AE,55.16,25.11
雁峰区,衡阳市,CN,112.6,26.89
1502 Broadway Street,Port Coquitlam,CA,-122.76,49.24
"721 Sampyeong-dong, Bundang-gu",Seongnam-si,KR,127.12,37.4
"107, Avenue de France",Paris,FR,2.38,48.83
5-15 Kakutacho Kita-ku,Osaka,JP,135.5,34.7
1-18-14 Ebisu,Shibuya-ku,JP,139.71,35.65
3th street Abudhabi(Al Najda Street),Abu Dhabi,AE,55.53,23.85
浙江省宁波市,宁波市,CN,121.57,29.88
865 Yates Street,Victoria,CA,-123.36,48.43
"Huerfanos 1321, Santiago Centro",Santiago,CL,-70.66,-33.44
Insurgentes Sur #1743,Mexico City,MX,-99.18,19.36
شارع الثريات,الهفوف,SA,49.58,25.4
"3-5, Gwansudong, Jongro-gu",Seoul,KR,126.99,37.57
港闸区北大街108号,南通市,CN,120.86,32.05
丰台区,北京市,CN,116.38,39.87
3163 Winston Churchill Blvd,Mississauga,CA,-79.69,43.53
Jl. Pahlawan No. 78,Bogor,ID,106.8,-6.61
"7077, boul. Newman",Lasalle,CA,-73.61,45.45
"Av Bosque de Minas No.33 loc 6,7 terraza",Huixquilucan,MX,-99.26,19.42
"741, Sampyeong-dong, Bundang-gu",Gyeonggi-do,KR,127.65,37.23
"Beacon South Quarter, Unit B7, Sandyford",Dublin,IE,-6.22,53.28
Jl. Bintaro Utama III,Tangerang,ID,106.74,-6.27
浙江省湖州市,湖州市,CN,120.41,30.86
昆区,包头市,CN,109.81,40.66
330 West Hunt Club Road,Ottawa,CA,-75.71,45.34
"No.181, Sec. 2, Yonghe Rd. Yonghe Dist.",New Taipei City,TW,121.52,25.01
"JL 1 Gusti Ngurah Rai, Tuban",Denpasar,ID,115.17,-8.74
Canaval y Moreyra cruce con República de,Lima,PE,-77.02,-12.1
Magokro,Seoul,KR,126.84,37.57
2-1-1 Makishi,Naha,JP,127.69,26.22
218 Yonge Street PO Box 1024,Toronto,CA,-79.38,43.65
"No.105, Sec. 2, Jhihnan Rd., Wunshan",Taipei City,TW,121.56,24.99
4/5 Cardiff lane,Dublin,IE,-6.24,53.35
Senlikkoy Mah. Yesilkoy Halkali Cad.,Istanbul,TR,28.8,40.97
开发区,扬州市,CN,119.38,32.38
金牛区,成都市,CN,104.05,30.69
朝阳区,北京市,CN,116.43,40.05
5-2-9 Honmachinishi Chuo-ku,Saitama,JP,139.61,35.89
705 St-Catherine Street West,Montreal,CA,-73.57,45.5
1-2 Kandajinbocho,Chiyoda-ku,JP,139.76,35.7
Avenue Morones Prieto #450,San Pedro Garza Garcia,MX,-100.42,25.66
Angamos 1803 C.C. Angamos Open Plaza,Lima,PE,-77.1,-11.85
81 Ishiharacho,Ota,JP,139.4,36.29
#1301 Paseo de los Leones,Monterrey,MX,-100.38,25.71
"Avenida Jorge Joao Saad, 900 - loja 09",Sao Paulo,BR,-46.72,-23.59
JL Jend Sudirman Kav 50,Jakarta,ID,106.82,-6.21
长宁区,上海市,CN,121.37,31.22
"Radhuspladsen, Absalons Gaard",Copenhagen,DK,12.57,55.68
"6-1 Sunayamacho, Naka-ku",Hashima,JP,136.69,35.32
"Unit 4 on Level 6 of MegaBox, Enterprise",Kowloon Bay,CN,114.21,22.32
80 Chilkoot Way,Whitehorse,CA,-135.07,60.73
浦东新区,上海市,CN,121.59,31.2
1500 Atwater Ave.,Montreal,CA,-73.59,45.49
Sultan Mahmud Badaruddin II Intl Airport,Palembang,ID,107,-6.22
回民区,呼和浩特,CN,111.67,40.82
330 Sen Gil Puyat Ave,Makati City,PH,121.02,14.56
Burgemeester Oudlaan 50,Rotterdam,NL,4.52,51.92
202 Haverstock Hill,London,GB,-0.16,51.55
东区,中山市,CN,113.38,22.51
罗湖区,深圳市,CN,114.11,22.54
"Jalan Manis 6, Taman Segar",Kuala Lumpur,MY,101.74,03.09
"El Roble 770, Local 116",Chillan,CL,-72.1,-36.61
1-11-54 Nakasange Kita-ku,Okayama,JP,133.93,34.66
南山区,深圳市,CN,113.93,22.52
6-1-15 Ujinahigashi Minami-ku,Hiroshima,JP,132.47,34.36
2 Gobancho,Chiyoda-ku,JP,139.74,35.69
"Lot G1, Grd Flr, Tesco Bdr Bkt Puchong",Mukim Petaling,MY,101.45,03.08
JL Boulevard Artha Gading Selatan No 1,Jakarta Utara,ID,106.89,-6.15
"San Fernando City, Pampanga",San Fernando,PH,120.7,15.05
惠山区华惠路绿地世纪城600号,无锡市,CN,120.32,31.66
"1025 Terranova , Colonia Lomas de Provid",Guadalajara,MX,-103.39,20.69
Airside Center Landside,Zurich,CH,8.56,47.45
海虞北路35号,常熟市,CN,120.75,31.67
"Woburn Forest, Ampthill",Bedford,GB,-0.49,52.03
370 Trans Canada Hwy,Ladysmith,CA,-123.8,48.98
Muhittin Ustundag Cd.,Istanbul,TR,29.04,41.01
70 Kenmount Rd,St Johns,CA,-52.76,47.56
19898 Langley Bypass,Langley,CA,-122.67,49.11
宝安区,深圳市,CN,113.8,22.73
Av. Cuauhtemoc 462,Mexico City,MX,-99.16,19.4
99 Kingsway,London,GB,-0.12,51.52
"90 Pacific Park Sriracha, Unit 119",Sriracha,TH,100.93,13.17
三北西大街1151、1553号A1-20a,慈溪市,CN,121.21,30.18
855 2nd Street S.W.,Calgary,CA,-114.07,51.05
上海市宝山区,上海市,CN,121.44,31.37
"99 Moo 18 Paholyothin Road,",Prathumthani,TH,100.6,14.07
100 Marina Dr.,Chestermere,CA,-113.83,51.05
Marseiller Strasse,Hamburg,DE,9.99,53.56
Euston Road,London,GB,-0.12,51.53
Goergenstrasse,Koblenz,DE,7.6,50.36
西城区,北京市,CN,116.36,39.91
Ziya Gokalp Mah. Suleyman Demirel Bulv.,Istanbul,TR,28.81,41.06
Jl. Boulevard Famili Selatan Kav.1,Surabaya,ID,112.73,-7.29
1338-7 메트로빌딩 1층,서울,KR,127.03,37.49
736-1,서울,KR,127.03,37.5
罗阳大道699号,温州市,CN,120.66,27.78
1766 Robson Street,Vancouver,CA,-123.14,49.29
15 신세계백화점 지하1층,인천,KR,126.7,37.44
Unit 3 The Bridgewater Shopping Centre,Arklow Co Wicklow,IE,-6.15,52.8
2505 Granville Street,Vancouver,CA,-123.14,49.26
东城区,北京市,CN,116.42,39.89
Avenida Corrientes 3247,Buenos Aires,AR,-58.41,-34.6
闸北区,上海市,CN,121.45,31.28
黄浦区,上海市,CN,121.48,31.22
Greenhills Shopping Center,San Juan,PH,121.05,14.6
卢湾区,上海市,CN,121.48,31.21
"Jalan Dulang, Mines Resort City",Seri Kembangan,MY,101.72,03.03
张家港市沙洲中路,苏州市,CN,120.54,31.86
"No.6, Sec. 1, New Taipei Blvd.",New Taipei City,TW,121.49,25.06
"Terminal 3,  Near Departure Gate 205",Dubai,AE,55.35,25.25
Paseo de Los Heroes #9902,Tijuana,MX,-117.03,32.53
3250 Mt. Lehman Road,Abbotsford,CA,-122.38,49.06
Takhassusi Street,Riyadh,SA,46.68,24.68
شارع قباء,المدينة المنورة,SA,39.62,24.42
Esmeralda 950,Caba,AR,-58.38,-34.6
48 Albion Street,Leeds,GB,-1.54,53.8
435 Orchard Road,Singapore,SG,103.83,1.3
"Smolenskaya-Sennaya, 27/1",Moscow,RU,37.58,55.74
徐汇区,上海市,CN,121.44,31.2
L.G. Smith Boulevard 82,Oranjestad,AW,-70.04,12.52
Camino a Santa Teresa #13,Mexico City,MX,-99.22,19.31
"Unit 4, Willow Place",Wellingborough,GB,-0.69,52.29
91 Boulevard Saint Germain,Paris,FR,2.34,48.85
"E. Rodriguez Jr. Ave., Libis",Quezon City,PH,121.08,14.6
Unit2B Bridgewater Place,Leeds,GB,-1.55,53.79
ul. Chorzowska 107,Katowice,PL,18.99,50.27
Unit 1  The Promenade,Cheltenham,GB,-2.08,51.9
19 Market Street,Lancaster,GB,-2.8,54.05
东城区,北京市,CN,116.41,39.97
1 Senshukukonaka,Tajiri-cho,JP,135.24,34.43
Sor Juana Ines de la Cruz 101,Tlalnepantla de Baz,MX,-99.2,19.54
嘉定区,上海市,CN,121.26,31.38
"KM 18.5, Federal Highway - KL Bound",Kuala Lumpur,MY,101.58,03.08
"Zhongxing Rd & Fucyuan St, West Dist",Chiayi City,TW,120.43,23.48
南海区,佛山市,CN,113.23,23.01
"No. 75, Sec. 3, Muzha Rd, Wenshan Dist.",Taipei City,TW,121.55,24.99
"No. 72, Mingcheng 2nd Rd.",Kaohsiung City,TW,120.31,22.66
Av. Pardo 297,Lima,PE,-77.04,-12.11
7155 Kingsway,Burnaby,CA,-122.96,49.22
迎春南路281号,杭州市,CN,119.69,29.79
"Ground Floor, EON Free Zone, Cluster A",Pune,IN,73.95,18.55
1-429 Tomizu,Kanazawa,JP,136.62,36.6
Av Juan Domingo Peron 1500,Pilar,AR,-58.86,-34.46
"Unit 78, Fleet Walk, Fleet Street,",Torquay,GB,-3.53,50.46
Istinye Mh. Darussafaka Street,Istanbul,TR,29.04,41.13
1-1 Asahicho,Hachioji,JP,139.34,35.66
1037 Wellington Rd.,London,CA,-81.23,42.94
"36-1 Namil-dong, Jung-gu, Daegu, Korea",DAEGU,KR,128.59,35.87
شارع محمد ثنيان,مدينة الكويت,KW,47.97,29.36
Acibadem Mah. Tekin Sok. No:8,Istanbul,TR,29.04,41.01
229-1 Haya,Oita,JP,131.6,33.21
444 George St,Prince George,CA,-122.74,53.91
4-1-9 Shinjuku,Shinjuku-ku,JP,139.7,35.69
西城区,北京市,CN,116.35,39.91
相城区,苏州市,CN,120.61,31.36
193-7 1-2층,인천,KR,126.72,37.49
浦东新区,上海市,CN,121.61,31.26
Sky Lobby 10th Floor 33 Sukhumvit 3,Wattana,TH,100.55,13.75
"한빛프라자7-17 1층, 2층",서울,KR,127.1,37.52
工业园区,常熟市,CN,120.76,31.65
Blvd. Villas de Irapuato,Irapuato,MX,-101.37,20.68
"No.32, Wanban Rd.",New Taipei City,TW,121.47,25.02
"Belgrano, 263 San Isidro",Buenos Aires,AR,-58.51,-34.47
10 Moor Street,Ormskirk,GB,-2.88,53.57
浦东新区,上海市,CN,121.55,31.23
"No. 1, Jalan Centre Point",Kota Kinabalu,MY,116.07,5.97
秀峰区,桂林,CN,110.29,25.27
浙江省金华市,金华市,CN,120.04,29.28
南城区,东莞市,CN,113.75,23
"Av. Americo Vespucio 1737, Locales MP",Santiago,CL,-70.76,-33.47
Unit 8B,Romford,GB,0.18,51.58
438 Richmond Street West,Toronto,CA,-79.4,43.65
Blvd. Nauricio Castro no. 4650 Col.,Los Cabos,MX,-109.71,23.04
扬中市三茅镇江洲西路8号,扬中市,CN,119.83,32.24
2151 St. Clair Ave W,Toronto,CA,-79.47,43.67
"1502-6, Gwanyang 2-dong, Dongan-gu",Anyang,KR,126.92,37.61
4-5-2 Kitaurawa Urawa-ku,Saitama,JP,139.65,35.87
上海市黄浦区,上海市,CN,121.48,31.2
222 Yajimacho,Takasaki,JP,139.01,36.32
"79 Unit S104, 1st Floor Citi Resort",Wattana,TH,100.57,13.74
"Charter Way, Chapel Hill,",Braintree,GB,0.57,51.87
Srinakarin,Suanluang,TH,100.64,13.75
"Blvd CorredorTijuana Rosarito, No. 21015",Tijuana,MX,-99.23,19.51
6-7 Marine Road,Dublin,IE,-6.13,53.29
Halil Sezai Erkut Cad. Afra Sok.,Ankara,TR,32.82,39.97
"No.178, Zhongzheng Rd.",New Taipei City,TW,121.45,25.04
134-2 Fujito Arakawa,Aomori,JP,140.74,40.8
65 Queen Street,Charlottetown,CA,-63.13,46.23
Zeytinlik Mah. Halit Ziya Usakligil Cad.,Istanbul,TR,28.87,40.98
1019 ingye dong suwon,Suwon,KR,127.03,37.29
1457-1,서울,KR,127.01,37.48
Kota Kinabalu International Airport,Kota Kinabalu,MY,116.05,5.93
كورنيش عين مريسة,عين مريسة,LB,35.48,33.9
222 Yashimacho,Takasaki,JP,139.01,36.32
"1691, 6th Floor Central Ladprao",Chatuchak,TH,100.56,13.82
"Av. Paulista, 1499",Sao Paulo,BR,-46.66,-23.56
Place de la Station,Namur,BE,4.86,50.47
"M54 Motorway Northbound, Junction 4",Shropshire,GB,-2.4,52.68
1-71-9 Higashihirao Hakata-ku,Fukuoka,JP,130.46,33.59
"Unit 1, 125/139 Queen Street",Cardiff,GB,-3.17,51.48
1 Pasir Ris Close #02-332,Singapore,SG,103.96,1.38
2 Simei Street 3,Singapore,SG,103.95,1.34
朝阳区,北京市,CN,116.49,39.97
JL. KH Noer Alle,Bekasi,ID,106.96,-6.25
Domestic Departure,New Delhi,IN,77.1,28.56
"228-6, Sangin-dong, Dalseo-gu, Daegu, Ko",Daegu,KR,128.54,35.82
1-1-61 Sakuramachi,Toyama,JP,137.21,36.7
滨江区,杭州市,CN,120.15,30.19
"Shop C 11-12, G/F, Site C",Hong Kong,CN,114.22,22.28
4-3 Azumacyo,Higashimatsuyama,JP,139.41,36.01
7700 Hurontario St,Brampton,CA,-79.73,43.66
Unit 107 Level 1 Wil Lifestyle Mall,Quezon City,PH,121.03,14.63
JL Adityawarman No 55,Surabaya,ID,112.73,-7.29
"603-10, Yeonsan-dong, Yeonje-gu",Busan,KR,129.08,35.19
"No.162, Zhongzheng 2nd Rd.",Kaohsiung City,TW,120.31,22.61
"Victoria Station Frontage, Unit 38",London,GB,-0.14,51.5
Unit 12&12a   Lower Mall,Watford,GB,-0.39,51.66
18 ADB Avenue,Mandaluyong City,PH,121.06,14.59
朝阳区,北京市,CN,116.45,39.93
"10-8, 7-33",서울,KR,126.99,37.53
甘井子区,大连市,CN,121.54,38.96
209 Victoria St,Toronto,CA,-79.38,43.65
"4-20, Doryong-dong, Yuseong-gu",Daejeon,KR,127.39,36.38
Ring rd and 90th,Cairo,EG,31.35,29.98
"Batu 5, Jalan Kelang Lama",Kuala Lumpur,MY,101.67,03.09
1-1-2 Oshiage,Sumida-ku,JP,139.81,35.71
15-11 Onarimachi,Kamakura,JP,139.55,35.32
"Skelmersdale Road, Ormskirk, Lancashire",Bickerstaffe,GB,-2.83,53.54
"2 Bryansky pereulok, 2",Moscow,RU,37.56,55.74
26-1 Ekimaehoncho Kawasaki-ku,Kawasaki,JP,139.7,35.53
东港区,日照市,CN,119.53,35.42
海曙区中山东路166号一楼020-1号位,宁波市,CN,121.55,29.87
武昌区,武汉市,CN,114.41,30.5
桥东区,石家庄,CN,114.51,38.04
Eastern Ring Rd with Abi Dhar AlGhaffari,Riyadh,SA,46.77,24.69
成华区,成都市,CN,104.11,30.67
"Av. Americas & Av. Providencia, Colonia",Guadalajara,MX,-103.38,20.7
75 Hanging Ditch/Fennel Street,Manchester,GB,-2.24,53.49
桥东区,邢台市,CN,114.49,37.06
7-24-15 Minamikoiwa,Edogawa-ku,JP,139.88,35.73
"The Peel Shopping Park, Babylon Hill",Yeovil,GB,-2.61,50.94
2-27-2 Hashimoto Nishi-ku,Fukuoka,JP,130.32,33.56
黄浦区,上海市,CN,121.48,31.24
迎泽区,太原市,CN,112.57,37.86
Coventry Railway Station,Coventry,GB,-1.51,52.4
شارع الشريف ناصر بن جميل- قرب البنك الاردنى الكويتى,عمان,JO,35.89,31.97
Mall Lincoln Plaza San Vicente,Moravia,CR,-84.06,9.96
徐汇区,上海市,CN,121.44,31.18
15941 Fraser Highway,Surrey,CA,-122.78,49.16
"668-1, Jeonpo-dong, Busanjingu, Busan-si",Busan-si,KR,129.06,35.16
浦东新区,上海市,CN,121.59,31.31
108 Boulevard Haussmann,Paris,FR,2.32,48.87
42-1 Senjuasahicho,Adachi-ku,JP,139.81,35.75
"Portion of Shop 04, Ground Floor, Sands",Macau,CN,113.55,22.19
3가1-3,부산,KR,129.03,35.1
"Wynn Macau, Rua Cidada de Sintra, NAPE",Macau,CN,113.55,22.19
Unit 16-17 Castle Street Shopping Centre,Bray,IE,-6.11,53.21
象山县丹河东路905-1号,宁波市,CN,121.9,29.46
Al-Rawda Street,Jeddah,SA,39.19,21.53
"816, Yeoksam-dong, Gangnam-gu",Seoul,KR,127.03,37.5
Av. Juan de Aliaga 497,Lima,PE,-77.06,-12.09
